"특성별(1)",특성별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"특성별(1)",특성별(2),밥류,면류,국류,찌개/탕류,죽/스프류,육류,수산물,만두/피자류,소스류,양념류,샐러드,도시락,김밥류,샌드위치/햄버거류,반찬류,신선편의채소,신선편의과일,기타,밥류,면류,국류,찌개/탕류,죽/스프류,육류,수산물,만두/피자류,소스류,양념류,샐러드,도시락,김밥류,샌드위치/햄버거류,반찬류,신선편의채소,신선편의과일,기타,밥류,면류,국류,찌개/탕류,죽/스프류,육류,수산물,만두/피자류,소스류,양념류,샐러드,도시락,김밥류,샌드위치/햄버거류,반찬류,신선편의채소,신선편의과일,기타,즉석밥류,즉석 국류/찌개/탕류,죽/스프류,만두/피자류,육류,수산물,소스/양념류,즉석 떡볶이/면류,즉석섭취 식사류,즉석섭취 반찬류,한식 밀키트,동양식 밀키트,서양식 밀키트,샐러드,신선편의채소,신선편의과일,즉석밥류,즉석 국류/찌개/탕류,죽/스프류,만두/피자류,육류,수산물,소스/양념류,즉석 떡볶이/면류,즉석섭취 식사류,즉석섭취 반찬류,한식 밀키트,동양식 밀키트,서양식 밀키트,샐러드,신선편의채소,신선편의과일,즉석밥류,즉석 국류/찌개/탕류,죽/스프류,만두/피자류,육류,수산물,소스/양념류,즉석 떡볶이/면류,즉석섭취 식사류,즉석섭취 반찬류,한식 밀키트,동양식 밀키트,서양식 밀키트,샐러드,신선편의채소,신선편의과일
"가구원수별",1인,15.4,27.7,3.4,2.5,2.7,6.6,1.6,15.0,1.8,0.5,0.6,1.9,10.0,4.7,3.7,1.8,0.2,0.0,18.2,23.4,5.3,5.5,2.0,6.2,1.1,14.7,3.1,0.5,2.1,1.9,7.7,3.9,3.1,0.8,0.6,0.0,17.2,28.4,2.8,5.5,1.3,5.4,0.8,18.5,2.3,0.5,1.2,1.2,6.1,4.2,3.1,0.9,0.5,0.0,22.4,11.8,3.8,17.5,7.4,2.8,3.4,7.5,12.1,4.7,1.5,0.1,1.2,1.8,1.8,0.3,22.3,18.0,3.2,19.2,5.4,2.2,3.1,5.7,7.9,0.6,2.1,3.4,0.6,3.2,2.4,0.6,28.3,17.5,2.7,19.0,3.8,3.0,3.3,7.0,4.8,2.5,1.7,1.3,0.6,2.3,2.1,0.2
